customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents
8246-SHFGA,Male,24,Yes,No,No,No,0
0620-XEFWH,Male,41,No,No,Yes,Yes,1
6485-QXWWE,Female,51,No,No,No,Yes,3
7321-VGNKU,Female,45,No,No,Yes,No,0
5327-CNLUQ,Male,33,No,No,Yes,No,0
5816-JMLGY,Female,28,Yes,No,Yes,No,0
2927-QRRQV,Male,44,No,No,Yes,No,0
2387-KDZQY,Male,46,No,No,No,No,0
3584-WKTTW,Male,23,Yes,No,Yes,No,0
1971-DTCZB,Female,52,No,No,Yes,No,0
3374-PZLXD,Male,31,No,No,No,No,0
2812-REYAT,Female,56,No,No,Yes,No,0
6518-PPLMZ,Male,38,No,No,Yes,Yes,3
5930-GBIWP,Male,46,No,No,No,No,0
2361-UPSND,Female,45,No,No,Yes,No,0
6035-RIIOM,Female,39,No,No,No,No,0
9504-DSHWM,Male,53,No,No,No,No,0
5035-BVCXS,Male,20,Yes,No,No,No,0
3533-UVMOM,Male,56,No,No,Yes,No,0
1478-VPOAD,Female,39,No,No,No,No,0
9995-HOTOH,Male,36,No,No,Yes,No,0
1371-OJCEK,Female,25,Yes,No,No,No,0
4999-IEZLT,Male,45,No,No,No,No,0
8883-ANODQ,Female,44,No,No,Yes,Yes,1
2351-RRBUE,Female,20,Yes,No,Yes,No,0
5980-BDHPY,Male,48,No,No,Yes,No,0
1498-DQNRX,Female,46,No,No,Yes,No,0
9469-WEJBT,Male,56,No,No,Yes,No,0
2581-VKIRT,Female,57,No,No,Yes,No,0
2851-MMUTZ,Female,29,Yes,No,No,No,0
3307-TLCUD,Male,36,No,No,Yes,No,0
8189-HBVRW,Female,50,No,No,No,No,0
4163-KIUHY,Male,21,Yes,No,No,No,0
3500-NSDOA,Male,35,No,No,Yes,No,0
1171-TYKUR,Male,20,Yes,No,Yes,No,0
1219-NNDDO,Female,51,No,No,No,No,0
4403-BWPAY,Male,40,No,No,No,No,0
5405-ZMYXQ,Female,21,Yes,No,No,No,0
1442-OKRJE,Male,40,No,No,Yes,Yes,2
4737-AQCPU,Male,39,No,No,Yes,No,0
2808-CHTDM,Female,47,No,No,Yes,Yes,2
3283-WCWXT,Male,58,No,No,Yes,Yes,3
5451-MHQOF,Male,64,No,No,Yes,No,0
4836-WNFNO,Female,56,No,No,Yes,No,0
9225-BZLNZ,Male,64,No,No,Yes,No,0
0354-VXMJC,Male,60,No,No,Yes,Yes,3
4422-QVIJA,Female,52,No,No,No,Yes,1
4735-BJKOU,Female,33,No,No,No,No,0
0274-JKUJR,Male,21,Yes,No,Yes,Yes,2
5740-YHGTW,Male,62,No,No,Yes,Yes,3
8917-SZTTJ,Male,31,No,No,Yes,Yes,1
1696-MZVAU,Male,27,Yes,No,Yes,No,0
7359-WWYJV,Male,53,No,No,Yes,No,0
4906-ZHGPK,Male,49,No,No,Yes,No,0
3795-GWTRD,Female,58,No,No,Yes,No,0
1298-PHBTI,Male,40,No,No,Yes,Yes,3
6223-DHJGV,Female,56,No,No,No,No,0
6961-MJKBO,Male,27,Yes,No,No,No,0
8158-WPEZG,Male,20,Yes,No,No,No,0
6435-SRWBJ,Female,21,Yes,No,No,No,0
9964-WBQDJ,Female,19,Yes,No,Yes,No,0
6303-KFWSL,Female,28,Yes,No,No,No,0
1702-CCFNJ,Male,39,No,No,Yes,No,0
8932-CZHRQ,Male,40,No,No,No,No,0
0386-CWRGM,Female,61,No,No,Yes,Yes,1
0404-AHASP,Male,23,Yes,No,Yes,No,0
2081-VEYEH,Male,42,No,No,No,No,0
9060-HJJRW,Female,52,No,No,No,No,0
7398-SKNQZ,Female,51,No,No,Yes,No,0
1958-RNRKS,Male,62,No,No,Yes,No,0
5136-RGMZO,Male,39,No,No,No,No,0
8345-MVDYC,Female,57,No,No,No,No,0
8226-BXGES,Male,30,No,No,Yes,No,0
1015-OWJKI,Male,46,No,No,No,No,0
2040-XBAVJ,Male,51,No,No,Yes,Yes,1
8887-IPQNC,Female,61,No,No,Yes,No,0
8646-JCOMS,Female,43,No,No,Yes,No,0
0106-GHRQR,Male,24,Yes,No,No,No,0
3768-VHXQO,Male,19,Yes,No,Yes,No,0
8952-WCVCD,Female,45,No,No,Yes,No,0
2418-TPEUN,Female,58,No,No,Yes,Yes,1
3963-RYFNS,Female,25,Yes,No,No,No,0
8540-ZQGEA,Female,58,No,No,Yes,No,0
4137-JOPHL,Female,63,No,No,No,No,0
7801-CEDNV,Male,33,No,No,Yes,No,0
3658-QQJYD,Male,56,No,No,No,No,0
2511-MORQY,Male,46,No,No,Yes,No,0
5356-KZCKT,Male,42,No,No,No,No,0
3902-MIVLE,Male,35,No,No,Yes,No,0
3669-WHAFY,Female,57,No,No,Yes,No,0
3055-VTCGS,Female,35,No,No,No,No,0
3144-KMTWZ,Male,40,No,No,Yes,No,0
2007-QVGAW,Female,51,No,No,Yes,Yes,1
5207-PLSTK,Male,32,No,No,Yes,Yes,2
6181-AXXYF,Male,54,No,No,Yes,Yes,2
5091-HFAZW,Female,36,No,No,No,No,0
1568-LJSZU,Male,39,No,No,Yes,No,0
7416-CKTEP,Female,54,No,No,Yes,No,0
2586-CWXVV,Male,45,No,No,Yes,No,0
8401-EMUWF,Male,64,No,No,Yes,Yes,1
5377-NDTOU,Female,26,Yes,No,Yes,No,0
0839-QNXME,Female,35,No,No,No,No,0
6650-VJONK,Male,54,No,No,No,No,0
2178-PMGCJ,Male,22,Yes,No,No,No,0
6016-LVTJQ,Female,39,No,No,Yes,Yes,1
7860-KSUGX,Male,25,Yes,No,Yes,No,0
5149-QYTTU,Female,35,No,No,Yes,Yes,1
2085-BOJKI,Male,33,No,No,Yes,No,0
0817-HSUSE,Male,26,Yes,No,No,No,0
1927-QEWMY,Female,51,No,No,Yes,No,0
1663-MHLHE,Male,33,No,No,No,No,0
4450-MDZFX,Male,50,No,No,Yes,Yes,4
6701-DHKWQ,Female,38,No,No,Yes,No,0
7554-AKDQF,Female,27,Yes,No,Yes,No,0
0794-YVSGE,Male,29,Yes,No,Yes,Yes,1
5423-BHIXO,Female,42,No,No,No,No,0
6908-VVYHM,Male,52,No,No,Yes,No,0
2959-EEXWB,Female,54,No,No,Yes,Yes,2
3030-YDNRM,Male,64,No,No,No,No,0
7321-KKSDU,Male,38,No,No,No,Yes,2
8286-AFUYI,Male,33,No,No,No,No,0
8356-WUAOJ,Female,25,Yes,No,Yes,No,0
9350-ZXYJC,Female,24,Yes,No,No,No,0
6959-GQEGV,Male,61,No,No,No,No,0
3173-WSSUE,Female,22,Yes,No,Yes,Yes,2
4115-UMJFQ,Male,37,No,No,No,No,0
7369-TRPFD,Male,62,No,No,No,No,0
1098-KFQEC,Female,24,Yes,No,Yes,Yes,2
5296-BFCYD,Male,35,No,No,Yes,Yes,2
3279-DYZQM,Male,21,Yes,No,Yes,Yes,3
7940-UQQUG,Female,42,No,No,Yes,Yes,2
3062-ICYZQ,Female,41,No,No,Yes,Yes,3
0973-KYVNF,Female,59,No,No,Yes,No,0
5129-HHMZC,Female,64,No,No,Yes,No,0
3946-JEWRQ,Male,21,Yes,No,Yes,No,0
7873-CVMAW,Male,61,No,No,No,No,0
0463-WZZKO,Male,23,Yes,No,No,No,0
4524-QCSSM,Male,39,No,No,No,No,0
7217-JYHOQ,Male,30,No,No,Yes,Yes,2
6695-FRVEC,Male,60,No,No,Yes,No,0
9894-QMIMJ,Female,55,No,No,No,No,0
8069-YQQAJ,Male,63,No,No,No,No,0
3466-WAESX,Male,46,No,No,No,Yes,2
9281-PKKZE,Female,47,No,No,Yes,No,0
3638-VBZTA,Male,62,No,No,No,No,0
7459-IMVYU,Male,51,No,No,No,No,0
8563-OYMQY,Male,49,No,No,No,No,0
5777-ZPQNC,Female,35,No,No,No,No,0
1951-IEYXM,Male,57,No,No,Yes,No,0
2361-FJWNO,Male,55,No,No,No,No,0
8232-UTFOZ,Male,24,Yes,No,No,No,0
3750-YHRYO,Male,64,No,No,Yes,No,0
6637-KYRCV,Female,22,Yes,No,Yes,Yes,1
5668-MEISB,Female,57,No,No,Yes,Yes,1
7188-CBBBA,Female,59,No,No,No,No,0
5356-CSVSQ,Female,20,Yes,No,No,No,0
3221-CJMSG,Male,45,No,No,No,No,0
4623-ZKHLY,Male,43,No,No,Yes,No,0
8201-AAXCB,Male,55,No,No,Yes,Yes,3
7696-CFTAT,Male,24,Yes,No,Yes,Yes,3
2123-VSCOT,Female,39,No,No,Yes,No,0
2018-QKYGT,Male,19,Yes,No,Yes,Yes,3
7409-JURKQ,Female,29,Yes,No,Yes,No,0
1964-SVLEA,Male,59,No,No,No,No,0
7297-DVYGA,Female,61,No,No,No,No,0
8267-KFGYD,Male,53,No,No,No,Yes,1
4890-VMUAV,Male,46,No,No,No,No,0
3764-MNMOI,Male,49,No,No,No,No,0
7442-YGZFK,Male,31,No,No,No,No,0
8229-BUJHX,Female,60,No,No,Yes,Yes,1
7449-HVPIV,Male,38,No,No,Yes,Yes,3
5504-WSIUR,Female,38,No,No,No,No,0
8466-PZBLH,Male,32,No,No,Yes,Yes,3
8735-IJJEG,Male,27,Yes,No,Yes,No,0
0564-MUUQK,Female,28,Yes,No,Yes,Yes,2
5619-PTMIK,Female,25,Yes,No,Yes,No,0
3737-XBQDD,Male,57,No,No,No,No,0
5882-CMAZQ,Female,52,No,No,Yes,Yes,2
4445-KWOKW,Female,23,Yes,No,No,No,0
3511-APPBJ,Male,21,Yes,No,No,No,0
7967-HYCDE,Male,26,Yes,No,No,No,0
2430-RRYUW,Male,32,No,No,No,No,0
5110-CHOPY,Female,61,No,No,No,No,0
4425-OWHWB,Female,32,No,No,No,No,0
7892-QVYKW,Female,25,Yes,No,Yes,Yes,1
9675-ICXCT,Male,23,Yes,No,Yes,No,0
4703-MQYKT,Male,43,No,No,No,No,0
2208-MPXIO,Female,42,No,No,Yes,Yes,2
1960-UYCNN,Male,35,No,No,No,No,0
3190-FZATL,Male,49,No,No,No,Yes,5
7710-JSYOA,Female,59,No,No,Yes,Yes,1
9885-MFVSU,Female,59,No,No,Yes,No,0
0607-MVMGC,Male,33,No,No,Yes,No,0
8022-BECSI,Male,62,No,No,No,No,0
9993-LHIEB,Male,21,Yes,No,Yes,No,0
3977-QCRSL,Female,30,No,No,No,No,0
0017-DINOC,Male,47,No,No,No,No,0
1492-QGCLU,Male,51,No,No,Yes,Yes,2
4418-LZMSV,Male,56,No,No,Yes,Yes,3
5155-AZQPB,Female,33,No,No,Yes,Yes,1
2546-KZAAT,Male,28,Yes,No,Yes,No,0
0181-RITDD,Male,42,No,No,Yes,Yes,3
5989-PGKJB,Female,40,No,No,No,No,0
8272-ONJLV,Male,57,No,No,No,No,0
4452-ROHMO,Female,64,No,No,No,No,0
3090-LETTY,Male,54,No,No,No,Yes,2
5349-AZPEW,Female,40,No,No,Yes,Yes,3
8100-HZZLJ,Female,26,Yes,No,No,Yes,1
7398-HPYZQ,Male,30,No,No,Yes,No,0
3546-GHEAE,Male,29,Yes,No,No,No,0
2550-QHZGP,Male,48,No,No,No,No,0
7519-JTWQH,Female,30,No,No,No,No,0
2538-OIMXF,Female,29,Yes,No,No,Yes,1
8543-MSDMF,Male,36,No,No,No,No,0
1170-SASML,Female,33,No,No,Yes,No,0
4872-JCVCA,Female,44,No,No,Yes,No,0
5346-BZCHP,Female,19,Yes,No,Yes,Yes,2
1216-BGTSP,Male,30,No,No,No,No,0
4138-NAXED,Male,54,No,No,No,No,0
0744-BIKKF,Male,39,No,No,No,No,0
7483-IQWIB,Male,33,No,No,Yes,Yes,1
5248-KWLAR,Male,31,No,No,Yes,No,0
7996-MHXLW,Female,51,No,No,No,No,0
7833-PKIHD,Male,59,No,No,Yes,No,0
7061-OVMIM,Female,57,No,No,Yes,No,0
5153-RTHKF,Female,26,Yes,No,No,No,0
1852-QSWCD,Male,62,No,No,Yes,Yes,1
9079-LWTFD,Male,50,No,No,No,No,0
3392-EHMNK,Female,53,No,No,Yes,Yes,3
5986-WWXDV,Male,42,No,No,No,No,0
3061-BCKYI,Male,27,Yes,No,No,No,0
7228-PAQPD,Female,19,Yes,No,No,No,0
7746-QYVCO,Male,57,No,No,Yes,No,0
5934-TSSAU,Female,51,No,No,Yes,Yes,3
3486-KHMLI,Male,53,No,No,No,Yes,1
6784-XYJAE,Female,38,No,No,No,No,0
3933-DQPWX,Female,48,No,No,No,No,0
8957-THMOA,Female,40,No,No,No,Yes,3
2251-PYLPB,Male,34,No,No,Yes,No,0
1057-FOGLZ,Female,44,No,No,No,No,0
8087-LGYHQ,Male,40,No,No,No,No,0
2190-BCXEC,Female,61,No,No,Yes,No,0
2911-WDXMV,Male,29,Yes,No,No,Yes,3
4547-FZJWE,Male,24,Yes,No,Yes,No,0
7422-WNBTY,Male,35,No,No,Yes,No,0
3521-HTQTV,Male,54,No,No,No,No,0
3744-ZBHON,Female,64,No,No,No,No,0
3373-DIUUN,Male,58,No,No,Yes,Yes,3
8383-SGHJU,Female,41,No,No,No,No,0
7607-QKKTJ,Male,25,Yes,No,Yes,Yes,2
8984-HPEMB,Female,58,No,No,No,No,0
4139-DETXS,Female,53,No,No,Yes,No,0
9779-DPNEJ,Female,59,No,No,Yes,Yes,3
9805-FILKB,Male,44,No,No,Yes,No,0
4123-FCVCB,Female,23,Yes,No,No,No,0
8819-IMISP,Male,43,No,No,No,No,0
8311-UEUAB,Female,24,Yes,No,Yes,No,0
5858-EAFCZ,Male,45,No,No,No,No,0
5656-MJEFC,Male,48,No,No,Yes,No,0
4010-YLMVT,Female,25,Yes,No,No,No,0
8160-HOWOX,Female,30,No,No,No,No,0
6648-INWPS,Male,30,No,No,Yes,Yes,3
4223-BKEOR,Female,55,No,No,No,No,0
1763-WQFUK,Male,45,No,No,No,No,0
1391-UBDAR,Male,27,Yes,No,No,No,0
8894-JVDCV,Female,39,No,No,No,No,0
2023-VQFDL,Male,42,No,No,No,No,0
1345-GKDZZ,Male,20,Yes,No,No,Yes,1
5628-FCGYG,Male,46,No,No,No,No,0
0248-IPDFW,Female,19,Yes,No,No,No,0
7978-DKUQH,Female,26,Yes,No,Yes,No,0
4335-UPJSI,Female,57,No,No,No,Yes,1
1784-EZDKJ,Male,31,No,No,Yes,No,0
9297-FVVDH,Female,33,No,No,Yes,No,0
8007-YYPWD,Female,52,No,No,No,No,0
7101-HRBLJ,Female,25,Yes,No,Yes,No,0
6635-CPNUN,Male,25,Yes,No,Yes,No,0
5453-YBTWV,Male,52,No,No,Yes,Yes,2
5039-LZRQT,Female,52,No,No,No,No,0
6418-PIQSP,Female,49,No,No,Yes,No,0
8220-OCUFY,Female,30,No,No,No,No,0
3995-WFCSM,Female,28,Yes,No,No,No,0
1895-QTKDO,Female,38,No,No,No,No,0
2626-VEEWG,Male,48,No,No,Yes,Yes,2
1136-XGEQU,Female,53,No,No,Yes,No,0
6844-DZKRF,Male,61,No,No,No,No,0
5970-GHJAW,Male,40,No,No,Yes,Yes,2
3689-MOZGR,Female,30,No,No,No,No,0
4195-PNGZS,Male,23,Yes,No,Yes,Yes,3
6922-NCEDI,Male,38,No,No,No,No,0
9891-NQDBD,Female,22,Yes,No,Yes,No,0
6131-IUNXN,Female,47,No,No,Yes,Yes,2
9798-DRYDS,Female,52,No,No,Yes,No,0
8532-UEFWH,Male,61,No,No,Yes,Yes,2
6296-DDOOR,Female,19,Yes,No,No,No,0
7951-VRDVK,Female,26,Yes,No,No,No,0
4815-YOSUK,Male,22,Yes,No,Yes,Yes,2
4365-MSDYN,Male,38,No,No,Yes,No,0
5802-ADBRC,Female,57,No,No,Yes,No,0
8076-FEZKJ,Male,58,No,No,No,No,0
5197-YPYBZ,Female,39,No,No,Yes,Yes,2
0839-JTCUD,Female,31,No,No,Yes,No,0
2234-EOFPT,Male,48,No,No,Yes,No,0
8619-IJNDK,Female,64,No,No,Yes,No,0
8378-LKJAF,Male,34,No,No,Yes,Yes,1
3298-QEICA,Female,27,Yes,No,Yes,No,0
3496-LFSZU,Male,40,No,No,Yes,No,0
5242-UOWHD,Male,24,Yes,No,Yes,Yes,2
4500-HKANN,Male,33,No,No,Yes,No,0
9917-KWRBE,Female,28,Yes,No,Yes,No,0
2212-LYASK,Male,25,Yes,No,Yes,No,0
1393-IMKZG,Female,50,No,No,No,No,0
8069-RHUXK,Female,55,No,No,Yes,No,0
3378-AJRAO,Male,44,No,No,Yes,No,0
6050-FFXES,Female,51,No,No,Yes,No,0
0362-RAOQO,Female,48,No,No,No,No,0
9554-DFKIC,Male,50,No,No,Yes,Yes,2
5527-ACHSO,Female,38,No,No,No,No,0
0829-DDVLK,Female,58,No,No,No,No,0
1399-UBQIU,Male,35,No,No,No,No,0
1813-JLKWR,Female,47,No,No,Yes,No,0
9537-VHDTA,Female,42,No,No,No,Yes,3
9150-HEPMB,Male,57,No,No,No,No,0
9030-QGZNL,Female,31,No,No,No,No,0
3126-WQMGH,Female,19,Yes,No,Yes,No,0
7176-WRTNX,Male,51,No,No,No,No,0
7205-BAIAD,Female,42,No,No,No,No,0
8064-RAVOH,Male,44,No,No,No,Yes,3
0219-QAERP,Male,33,No,No,Yes,No,0
8963-JLGJT,Male,20,Yes,No,No,Yes,1
2135-DQWAQ,Female,37,No,No,No,No,0
7401-JIXNM,Female,27,Yes,No,Yes,No,0
6670-MFRPK,Male,53,No,No,Yes,Yes,1
6177-PEVRA,Female,58,No,No,No,No,0
4813-HQMGZ,Female,54,No,No,Yes,No,0
7579-KKLOE,Male,59,No,No,Yes,No,0
7245-NIIWQ,Female,53,No,No,No,No,0
0002-ORFBO,Female,37,No,No,Yes,No,0
3324-OIRTO,Male,23,Yes,No,Yes,Yes,3
5414-OFQCB,Male,34,No,No,No,No,0
4967-WPNCF,Male,36,No,No,No,No,0
8499-BRXTD,Male,28,Yes,No,No,No,0
8197-BFWVU,Female,62,No,No,Yes,No,0
6770-UAYGJ,Female,23,Yes,No,Yes,Yes,2
7928-VJYAB,Male,44,No,No,Yes,Yes,1
1187-WILMM,Male,39,No,No,Yes,No,0
3097-PYWXL,Female,30,No,No,Yes,Yes,2
2266-SJNAT,Female,21,Yes,No,Yes,No,0
2972-YDYUW,Female,47,No,No,No,No,0
1104-FEJAM,Male,52,No,No,Yes,Yes,2
2809-ILCYT,Female,56,No,No,Yes,No,0
5499-ECUTN,Female,49,No,No,Yes,No,0
4981-FLTMF,Female,35,No,No,Yes,Yes,1
3113-IWHLC,Male,24,Yes,No,No,No,0
4277-BWBML,Male,48,No,No,Yes,Yes,2
4304-TSPVK,Female,46,No,No,Yes,No,0
2637-FKFSY,Female,61,No,No,Yes,No,0
7874-ECPQJ,Female,57,No,No,No,Yes,2
0020-INWCK,Female,58,No,No,Yes,Yes,2
2683-JXWQQ,Male,24,Yes,No,Yes,Yes,1
9548-ZMVTX,Male,31,No,No,Yes,Yes,3
8739-XNIKG,Female,29,Yes,No,No,No,0
9755-JHNMN,Female,37,No,No,No,No,0
3981-QSVQI,Male,28,Yes,No,No,No,0
2789-HQBOU,Male,60,No,No,No,No,0
9424-CMPOG,Male,53,No,No,Yes,Yes,3
3450-WXOAT,Male,36,No,No,No,No,0
9251-WNSOD,Female,23,Yes,No,Yes,No,0
6974-DAFLI,Female,54,No,No,Yes,No,0
7064-JHXCE,Male,64,No,No,Yes,Yes,1
7989-AWGEH,Male,24,Yes,No,Yes,Yes,2
4373-VVHQL,Male,37,No,No,No,No,0
4559-UWIHT,Male,37,No,No,Yes,No,0
6650-BWFRT,Female,43,No,No,Yes,No,0
9570-KYEUA,Male,38,No,No,No,No,0
6993-YGFJV,Male,29,Yes,No,Yes,No,0
9101-NTIXF,Male,32,No,No,No,No,0
9314-QDMDW,Male,29,Yes,No,No,No,0
6114-TCFID,Female,47,No,No,No,No,0
3787-TRIAL,Male,23,Yes,No,Yes,Yes,9
5156-UMKOW,Female,44,No,No,No,Yes,3
1247-QBVSH,Female,41,No,No,Yes,Yes,2
6734-GMPVK,Male,34,No,No,No,No,0
6161-ERDGD,Male,57,No,No,Yes,Yes,3
7318-EIVKO,Male,38,No,No,No,No,0
3771-PZOBW,Male,38,No,No,No,No,0
8231-BSWXX,Male,44,No,No,No,No,0
7389-KBFIT,Female,31,No,No,Yes,Yes,2
7176-WIONM,Female,24,Yes,No,Yes,No,0
5141-ZUVBH,Female,46,No,No,No,Yes,1
7623-HKYRK,Male,46,No,No,No,Yes,1
5197-PYEPU,Female,21,Yes,No,Yes,Yes,3
6619-RPLQZ,Female,24,Yes,No,Yes,Yes,1
3275-RHRNE,Male,58,No,No,Yes,Yes,3
3503-TYDAY,Female,41,No,No,Yes,No,0
6901-GOGZG,Male,28,Yes,No,No,Yes,1
7021-XSNYE,Male,46,No,No,Yes,Yes,2
9621-OUPYD,Female,21,Yes,No,Yes,No,0
4307-KWMXE,Male,53,No,No,No,No,0
3694-DELSO,Male,56,No,No,Yes,Yes,3
3893-JRNFS,Male,19,Yes,No,No,No,0
1133-KXCGE,Female,38,No,No,No,No,0
1821-BUCWY,Male,35,No,No,No,No,0
8314-DPQHL,Male,61,No,No,No,No,0
1465-WCZVT,Female,44,No,No,Yes,Yes,3
9481-SFCQY,Female,44,No,No,No,Yes,1
0567-GGCAC,Female,38,No,No,No,No,0
8884-MRNSU,Male,61,No,No,Yes,No,0
2171-UDMFD,Male,22,Yes,No,Yes,Yes,3
9802-CAQUT,Female,27,Yes,No,Yes,Yes,3
0187-WZNAB,Female,56,No,No,Yes,Yes,2
1357-MVDOZ,Male,25,Yes,No,Yes,Yes,1
7602-MVRMB,Female,62,No,No,Yes,Yes,1
5406-KGRMX,Female,30,No,No,No,No,0
5968-HYJRZ,Male,28,Yes,No,Yes,Yes,2
7140-ADSMJ,Male,23,Yes,No,No,No,0
2230-XTUWL,Female,20,Yes,No,Yes,Yes,2
7706-YLMQA,Female,30,No,No,No,No,0
2585-KTFRE,Male,61,No,No,No,Yes,1
7994-UYIVZ,Male,62,No,No,Yes,No,0
7717-BICXI,Male,37,No,No,Yes,Yes,3
6559-RAKOZ,Male,61,No,No,Yes,Yes,1
4716-MRVEN,Female,30,No,No,No,No,0
2143-LJULT,Female,55,No,No,Yes,No,0
6164-HXUGH,Female,40,No,No,Yes,Yes,1
5630-IXDXV,Female,51,No,No,No,No,0
9135-MGVPY,Male,41,No,No,Yes,No,0
1212-GLHMD,Male,54,No,No,No,No,0
7878-JGDKK,Male,38,No,No,No,No,0
1088-AUUZZ,Male,33,No,No,Yes,Yes,1
9588-OZDMQ,Female,38,No,No,Yes,No,0
1174-FGIFN,Female,44,No,No,Yes,Yes,1
6620-HVDUJ,Male,50,No,No,No,No,0
7641-TQFHN,Male,21,Yes,No,No,Yes,1
8622-ZLFKO,Female,56,No,No,Yes,No,0
6188-UXBBR,Female,47,No,No,Yes,No,0
2333-KWEWW,Male,64,No,No,No,No,0
5702-SKUOB,Female,34,No,No,Yes,No,0
1134-YWTYF,Male,32,No,No,Yes,No,0
6061-GWWAV,Male,44,No,No,No,Yes,1
0679-TDGAK,Male,29,Yes,No,Yes,Yes,1
6585-WCEWR,Male,24,Yes,No,Yes,Yes,1
9067-YGSCA,Female,35,No,No,No,No,0
9067-SQTNS,Male,37,No,No,Yes,Yes,2
1776-SPBWV,Female,43,No,No,Yes,Yes,1
9668-PUGNU,Male,20,Yes,No,Yes,No,0
5829-NVSQN,Female,38,No,No,Yes,No,0
8869-LIHMK,Female,51,No,No,No,No,0
0447-RXSGD,Male,39,No,No,No,No,0
4927-WWOOZ,Male,39,No,No,Yes,No,0
5788-YPOEG,Female,41,No,No,Yes,Yes,2
9081-WWXKP,Female,64,No,No,Yes,Yes,1
0784-ZQJZX,Male,22,Yes,No,No,Yes,1
0722-SVSFK,Female,45,No,No,No,No,0
3612-YVGSJ,Female,59,No,No,Yes,No,0
8670-ERCJH,Male,33,No,No,No,No,0
7758-UJWYS,Male,31,No,No,Yes,Yes,1
7055-JCGNI,Female,60,No,No,No,No,0
4826-DXMUP,Male,23,Yes,No,No,Yes,2
7175-NTIXE,Female,26,Yes,No,No,No,0
7963-SHNDT,Female,63,No,No,No,No,0
0188-GWFLE,Male,33,No,No,No,No,0
2882-DDZPG,Female,27,Yes,No,No,No,0
5843-TTHGI,Female,30,No,No,No,No,0
1849-RJYIG,Female,43,No,No,No,No,0
8868-GAGIO,Male,49,No,No,Yes,No,0
4061-UKJWL,Male,35,No,No,No,No,0
5380-XPJNZ,Female,22,Yes,No,No,No,0
8263-QMNTJ,Male,46,No,No,Yes,No,0
0277-ORXQS,Male,33,No,No,Yes,Yes,4
7996-BPXHY,Female,44,No,No,Yes,Yes,3
3227-WLKLI,Female,52,No,No,Yes,Yes,3
2266-FUBDZ,Male,19,Yes,No,Yes,Yes,3
8237-ULIXL,Female,21,Yes,No,Yes,No,0
8216-AZUUZ,Female,42,No,No,Yes,Yes,3
9153-BTBVV,Female,61,No,No,Yes,No,0
5186-PEIZU,Female,31,No,No,No,No,0
1074-AMIOH,Female,38,No,No,Yes,Yes,2
4361-FEBGN,Male,41,No,No,No,No,0
0380-ZCSBI,Male,56,No,No,No,No,0
7145-FEJWU,Female,62,No,No,No,Yes,2
3969-JQABI,Female,47,No,No,Yes,No,0
1051-EQPZR,Female,21,Yes,No,Yes,Yes,2
3750-RNQKR,Female,38,No,No,No,No,0
0962-CQPWQ,Female,57,No,No,Yes,Yes,2
3096-YXENJ,Female,25,Yes,No,Yes,No,0
1265-BCFEO,Female,30,No,No,Yes,No,0
5837-LXSDN,Female,63,No,No,Yes,Yes,3
5945-AZYHT,Male,53,No,No,Yes,No,0
8325-QRPZR,Female,56,No,No,No,No,0
6384-VMJHP,Female,23,Yes,No,No,No,0
2262-SLNVK,Female,53,No,No,No,No,0
7730-CLDSV,Female,61,No,No,Yes,Yes,2
1135-HIORI,Female,48,No,No,Yes,Yes,3
0164-APGRB,Female,56,No,No,No,No,0
6481-ESCNL,Female,33,No,No,No,No,0
1790-NESIO,Female,23,Yes,No,No,No,0
1550-EENBN,Female,23,Yes,No,No,No,0
9297-EONCV,Female,47,No,No,No,No,0
7799-DSEWS,Male,22,Yes,No,No,No,0
8766-PAFNE,Male,21,Yes,No,Yes,No,0
3130-ICDUP,Female,56,No,No,No,Yes,1
0880-FVFWF,Male,32,No,No,No,No,0
4611-ANLQC,Female,31,No,No,Yes,No,0
4213-HKBJO,Female,60,No,No,No,No,0
0014-BMAQU,Male,52,No,No,Yes,No,0
4837-QUSFT,Female,35,No,No,Yes,No,0
9953-ZMKSM,Male,28,Yes,No,No,No,0
7665-NKLAV,Female,19,Yes,No,Yes,Yes,3
4391-LNRXK,Male,37,No,No,No,No,0
8562-GHPPI,Female,50,No,No,No,No,0
5893-PYOLZ,Male,55,No,No,No,No,0
4986-MXSFP,Female,40,No,No,No,No,0
6131-FOYAS,Male,48,No,No,No,No,0
3027-YNWZU,Female,44,No,No,Yes,No,0
5609-IMCGG,Female,44,No,No,No,No,0
9481-WHGWY,Female,35,No,No,Yes,Yes,3
4328-VUFWD,Female,62,No,No,No,No,0
3301-LSLWQ,Female,32,No,No,No,No,0
7473-ZBDSN,Female,38,No,No,Yes,Yes,3
3166-PNEOF,Female,57,No,No,No,No,0
5639-NTUPK,Male,28,Yes,No,No,Yes,1
8780-YRMTT,Female,64,No,No,No,No,0
6242-SGYTS,Male,19,Yes,No,Yes,Yes,3
4531-AUZNK,Female,21,Yes,No,Yes,Yes,1
4191-XOVOM,Male,25,Yes,No,No,No,0
2150-OEGBV,Male,31,No,No,No,No,0
1872-EBWSC,Female,28,Yes,No,No,No,0
7026-YMSBE,Male,62,No,No,No,No,0
9674-EHPPG,Male,63,No,No,Yes,No,0
5440-VHLUL,Male,48,No,No,No,No,0
7629-WIXZF,Female,32,No,No,No,No,0
