customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value
1769-GRUIK,Female,19,Yes,No,No,No,0,No,0,18,Offer D,Yes,2.76,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.1,1247.75,0.0,150,49.68,1447.43,0
4922-CVPDX,Female,23,Yes,No,Yes,No,0,Yes,6,26,Offer C,Yes,34.12,No,Yes,DSL,58,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,73.5,1905.7,17.03,70,887.12,2845.79,0
4835-YSJMR,Male,59,No,No,No,No,0,No,0,39,Offer C,Yes,3.93,No,Yes,DSL,15,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,1971.15,0.0,0,153.27,2124.42,0
9058-MJLZC,Female,37,No,No,No,No,0,No,0,24,None,Yes,35.56,No,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0.0,0,853.44,3136.59,0
1374-DMZUI,Female,65,No,Yes,No,No,0,No,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,1
8984-HPEMB,Female,58,No,No,No,No,0,No,0,71,Offer A,Yes,17.9,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0.0,0,1270.9,9748.5,0
6080-TCMYC,Male,55,No,No,Yes,Yes,3,Yes,4,40,None,Yes,3.52,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,0.0,0,140.8,3433.1,0
9067-YGSCA,Female,35,No,No,No,No,0,No,0,70,None,Yes,31.33,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,26.05,1856.4,0.0,0,2193.1,4049.5,0
3097-NQYSN,Male,73,No,Yes,Yes,No,0,Yes,3,2,None,Yes,4.19,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0.0,40,8.38,204.73,1
6888-SBYAI,Male,56,No,No,No,No,0,No,0,1,Offer E,Yes,38.05,No,Yes,Cable,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,50.7,0.0,0,38.05,88.75,0
4329-YPDDQ,Male,40,No,No,No,No,0,No,0,20,None,Yes,16.05,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0.0,0,321.0,2524.7,0
0423-UDIJQ,Male,74,No,Yes,No,No,0,No,0,9,None,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,447.9,0.0,0,63.99,511.89,0
6140-QNRQQ,Male,42,No,No,No,No,0,No,0,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,1
1568-LJSZU,Male,39,No,No,Yes,No,0,Yes,4,68,Offer A,Yes,38.38,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0.0,0,2609.84,9002.69,0
3363-DTIVD,Male,55,No,No,Yes,Yes,3,Yes,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,0
9337-SRRNI,Male,64,No,No,No,Yes,3,No,0,66,Offer A,Yes,23.81,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1673.8,0.0,0,1571.46,3245.26,0
8417-FMLZI,Male,47,No,No,Yes,No,0,Yes,1,6,None,Yes,26.91,No,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55,477.55,0.0,0,161.46,639.01,1
7421-ZLUPA,Female,57,No,No,No,No,0,No,0,8,None,No,0.0,No,Yes,DSL,2,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.25,226.95,0.0,0,0.0,226.95,0
8859-DZTGQ,Male,21,Yes,No,No,No,0,No,0,33,None,Yes,14.48,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,689.75,0.0,0,477.84,1167.59,0
1096-ADRUX,Female,34,No,No,Yes,Yes,1,Yes,1,66,None,Yes,37.84,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,74.25,4859.25,0.0,0,2497.44,7356.69,0
7321-PKUYW,Female,46,No,No,No,No,0,No,0,11,Offer D,Yes,22.36,Yes,Yes,Cable,3,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0.0,0,245.96,1233.91,1
9802-CAQUT,Female,27,Yes,No,Yes,Yes,3,Yes,9,72,None,Yes,33.39,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.55,7887.25,0.0,120,2404.08,10411.33,0
5073-WXOYN,Female,58,No,No,No,No,0,No,0,60,Offer B,No,0.0,No,Yes,Cable,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,1
9917-KWRBE,Female,28,Yes,No,Yes,No,0,Yes,8,41,Offer B,Yes,18.84,Yes,Yes,Cable,26,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,78.35,3211.2,0.0,0,772.44,3983.64,0
6585-WCEWR,Male,24,Yes,No,Yes,Yes,1,Yes,1,72,None,Yes,22.78,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,0.0,0,1640.16,2994.56,0
6188-UXBBR,Female,47,No,No,Yes,No,0,Yes,1,38,Offer C,Yes,10.54,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,814.75,0.0,0,400.52,1215.27,0
5006-MXVRN,Female,23,Yes,No,No,No,0,No,0,39,None,Yes,29.79,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.7,762.45,0.0,0,1161.81,1924.26,0
7520-HQWJU,Female,22,Yes,No,Yes,Yes,1,Yes,6,66,None,Yes,23.2,Yes,Yes,DSL,59,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.18,0
9574-BOSMD,Male,50,No,No,Yes,Yes,2,Yes,10,68,None,Yes,19.09,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.4,1620.2,9.34,0,1298.12,2908.98,0
2623-DRYAM,Female,19,Yes,No,Yes,No,0,No,0,70,None,Yes,19.88,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0.0,0,1391.6,8460.9,0
3845-JHAMY,Female,48,No,No,Yes,Yes,3,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,0
1707-HABPF,Female,65,No,Yes,No,No,0,No,0,46,Offer B,Yes,11.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.3,4126.35,0.0,0,548.78,4675.13,0
3565-UNOCC,Female,65,No,Yes,Yes,No,0,Yes,1,29,None,Yes,22.33,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,2952.85,0.0,0,647.57,3600.42,1
5356-RHIPP,Male,38,No,No,No,No,0,No,0,1,Offer E,Yes,45.49,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,45.49,65.69,1
3750-CKVKH,Male,58,No,No,No,No,0,No,0,2,None,Yes,11.75,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,0.0,0,23.5,140.15,1
8226-BXGES,Male,30,No,No,Yes,No,0,Yes,5,64,Offer B,Yes,13.8,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0.0,0,883.2,6575.85,0
7951-VRDVK,Female,26,Yes,No,No,No,0,No,0,36,None,Yes,13.9,No,Yes,Cable,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,3003.55,0.0,0,500.4,3503.95,0
9282-IZGQK,Female,51,No,No,No,No,0,No,0,1,Offer E,Yes,30.52,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,30.52,115.52,1
7096-ZNBZI,Female,21,Yes,No,Yes,No,0,Yes,1,72,Offer A,Yes,22.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.45,1914.5,0.0,0,1599.84,3514.34,0
0225-ZORZP,Male,46,No,No,No,No,0,No,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21,0
1042-HFUCW,Female,37,No,No,No,Yes,1,No,0,25,Offer C,Yes,39.9,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09,0
6064-ZATLR,Female,44,No,No,No,No,0,No,0,27,None,Yes,10.55,No,Yes,DSL,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0.0,0,284.85,1783.5,0
0607-MVMGC,Male,33,No,No,Yes,No,0,Yes,3,45,None,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.75,3600.65,0.0,0,1791.9,5392.55,0
4614-NUVZD,Female,53,No,No,No,No,0,No,0,1,None,Yes,22.86,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,81.1,0.0,0,22.86,103.96,1
0723-FDLAY,Male,54,No,No,No,No,0,No,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0.0,100,2181.08,5985.23,0
5481-NTDOH,Female,67,No,Yes,Yes,No,0,Yes,8,67,None,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,9719.99,0
4828-FAZPK,Female,30,No,No,Yes,Yes,2,Yes,1,16,Offer D,Yes,49.85,Yes,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0.0,0,797.6,2065.55,0
7594-RQHXR,Female,20,Yes,No,No,No,0,No,0,1,Offer E,Yes,21.72,No,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,79.6,0.0,0,21.72,101.32,1
5183-KLYEM,Female,30,No,No,No,No,0,No,0,72,Offer A,Yes,35.24,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75,8192.6,0.0,0,2537.28,10729.88,0
5380-WJKOV,Male,51,No,No,No,Yes,1,No,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,1
8824-RWFXJ,Male,21,Yes,No,Yes,No,0,Yes,1,3,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0.0,0,87.87,256.02,1
0191-EQUUH,Female,32,No,No,No,Yes,3,No,0,25,Offer C,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,0
4895-TMWIR,Male,79,No,Yes,Yes,No,0,Yes,1,11,None,Yes,29.54,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,214.75,0.0,0,324.94,539.69,1
1794-HBQTJ,Female,22,Yes,No,No,No,0,No,0,1,Offer E,Yes,6.54,No,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0.0,0,6.54,55.14,1
8066-POXGX,Female,28,Yes,No,No,No,0,No,0,13,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.1,446.1,0.0,0,0.0,446.1,1
6557-BZXLQ,Male,66,No,Yes,No,No,0,No,0,16,Offer D,Yes,22.9,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,0.0,0,366.4,1409.7,0
9372-TXXPS,Female,49,No,No,Yes,No,0,Yes,7,60,Offer B,Yes,41.4,No,Yes,Cable,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3483.45,0.0,0,2484.0,5967.45,0
0426-TIRNE,Female,54,No,No,No,No,0,No,0,1,Offer E,Yes,15.51,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,20.9,0.0,0,15.51,36.41,1
1134-YWTYF,Male,32,No,No,Yes,No,0,Yes,1,27,Offer C,Yes,41.48,No,Yes,DSL,15,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.8,1389.85,0.0,0,1119.96,2509.81,0
3633-CDBUW,Male,25,Yes,No,No,Yes,1,No,0,17,None,Yes,45.92,No,Yes,DSL,73,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,80.85,1445.95,0.0,50,780.64,2276.59,0
4366-CTOUZ,Female,36,No,No,No,No,0,No,0,50,None,Yes,15.1,No,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.2,5038.45,0.0,0,755.0,5793.45,0
9054-FOWNV,Male,53,No,No,Yes,Yes,3,Yes,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75,1885.15,0.0,0,250.58,2135.73,0
2400-FEQME,Male,57,No,No,Yes,Yes,3,Yes,1,55,Offer B,Yes,40.94,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1177.95,5.83,0,2251.7,3423.82,0
7515-LODFU,Male,67,No,Yes,No,No,0,No,0,69,None,Yes,20.62,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1356.3,0.0,0,1422.78,2779.08,0
2408-PSJVE,Male,41,No,No,Yes,Yes,3,Yes,1,44,None,Yes,37.68,No,Yes,DSL,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2924.05,0.0,0,1657.92,4581.97,0
0727-IWKVK,Male,35,No,No,Yes,No,0,No,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0.0,0,172.62,914.32,1
0052-DCKON,Male,28,Yes,No,Yes,No,0,Yes,9,66,None,Yes,43.77,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,115.8,7942.15,0.0,0,2888.82,10830.97,0
2208-NKVVH,Male,60,No,No,Yes,Yes,2,Yes,4,43,None,Yes,2.81,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.25,1077.95,0.0,0,120.83,1198.78,0
6270-OMFIW,Male,33,No,No,Yes,No,0,Yes,9,60,Offer B,Yes,47.4,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,8454.25,1
4291-SHSBH,Male,25,Yes,No,No,No,0,No,0,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,521.35,0.0,0,62.65,584.0,0
4423-YLHDV,Female,22,Yes,No,Yes,No,0,Yes,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,0.0,0,808.92,3009.17,1
7663-RGWBC,Male,44,No,No,No,No,0,No,0,1,None,Yes,8.77,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.15,44.15,0.0,0,8.77,52.92,1
7435-ZNUYY,Male,24,Yes,No,No,No,0,No,0,6,Offer E,Yes,12.17,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,116.6,0.0,0,73.02,189.62,0
0568-ONFPC,Male,34,No,No,Yes,Yes,1,Yes,1,5,Offer E,Yes,40.05,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.9,135.0,0.0,0,200.25,335.25,1
3973-SKMLN,Male,49,No,No,No,No,0,No,0,71,None,Yes,22.22,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,0
8806-EAGWC,Male,25,Yes,No,No,No,0,No,0,3,Offer E,Yes,22.77,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,1
6620-JDYNW,Female,64,No,No,No,No,0,No,0,18,Offer D,Yes,10.97,Yes,Yes,DSL,9,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.6,1156.35,0.0,0,197.46,1353.81,0
7399-QHBJS,Female,56,No,No,Yes,Yes,3,Yes,8,72,None,Yes,22.62,Yes,Yes,Cable,27,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,66.75,4760.3,0.0,0,1628.64,6388.94,0
1563-IWQEX,Female,43,No,No,No,No,0,No,0,12,None,Yes,18.71,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,220.35,0.0,0,224.52,444.87,0
3969-GYXEL,Female,46,No,No,No,No,0,No,0,11,None,Yes,36.52,No,Yes,Fiber Optic,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,838.7,0.0,0,401.72,1240.42,0
7142-HVGBG,Male,73,No,Yes,Yes,No,0,Yes,1,43,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,1
8232-CTLKO,Female,58,No,No,Yes,Yes,2,Yes,9,66,Offer A,Yes,8.39,No,Yes,DSL,16,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3996.8,0.0,0,553.74,4550.54,0
5669-SRAIP,Female,55,No,No,No,No,0,No,0,5,Offer E,No,0.0,No,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0.0,171.48,1
4840-ORQXB,Female,67,No,Yes,No,No,0,No,0,56,None,Yes,27.64,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,5841.35,36.52,0,1547.84,7352.67,0
8741-LQOBK,Female,27,Yes,No,Yes,Yes,2,Yes,9,46,None,No,0.0,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,0,0.0,1620.25,0
7609-YBPXG,Male,60,No,No,No,No,0,No,0,54,None,Yes,18.54,Yes,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,87.1,4735.2,0.0,80,1001.16,5816.36,0
6762-QVYJO,Female,25,Yes,No,Yes,Yes,3,Yes,8,58,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3624.35,0.0,0,0.0,3624.35,0
4994-OBRSZ,Male,24,Yes,No,No,Yes,3,No,0,14,None,Yes,36.73,No,Yes,Cable,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,1054.8,0.0,0,514.22,1569.02,0
3911-RSNHI,Female,46,No,No,Yes,No,0,Yes,2,71,Offer A,No,0.0,No,Yes,DSL,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.4,4310.35,0.0,0,0.0,4310.35,0
5649-RXQTV,Male,34,No,No,No,No,0,No,0,51,Offer B,Yes,42.33,No,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.0,5038.15,0.0,0,2158.83,7196.98,0
7065-YUNRY,Female,28,Yes,No,No,No,0,No,0,1,None,Yes,39.94,No,Yes,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,39.94,85.24,1
7363-QTBIW,Female,24,Yes,No,Yes,No,0,Yes,3,9,None,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,0
9921-ZVRHG,Female,44,No,No,No,No,0,No,0,14,None,Yes,1.19,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,1072.0,0.0,0,16.66,1088.66,1
4514-GFCFI,Female,76,No,Yes,No,No,0,No,0,16,None,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.31,1
2962-XPMCQ,Male,56,No,No,No,No,0,No,0,2,Offer E,Yes,6.47,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,1
9776-OJUZI,Female,69,No,Yes,No,No,0,No,0,65,None,Yes,32.41,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,0.0,0,2106.65,8329.95,0
6688-UZPWD,Female,36,No,No,Yes,No,0,Yes,1,11,None,Yes,7.89,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.0,1145.35,0.0,0,86.79,1232.14,1
0463-WZZKO,Male,23,Yes,No,No,No,0,No,0,3,Offer E,Yes,16.39,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0,49.17,116.27,0
1777-JYQPJ,Male,19,Yes,No,No,No,0,No,0,2,Offer E,No,0.0,No,Yes,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.3,38.45,0.0,0,0.0,38.45,0
6358-LYNGM,Male,26,Yes,No,No,No,0,No,0,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,1.84,76.74,1
7409-KIUTL,Female,80,No,Yes,No,No,0,No,0,1,None,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,1
1501-SGHBW,Male,34,No,No,No,No,0,No,0,2,None,Yes,19.52,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.85,81.0,0.0,0,39.04,120.04,1
5955-EPOAZ,Female,40,No,No,No,No,0,No,0,6,None,Yes,43.19,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.95,109.5,0.0,0,259.14,368.64,0
0442-TDYUO,Male,44,No,No,Yes,No,0,Yes,4,48,None,Yes,33.06,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1036.0,0.0,0,1586.88,2622.88,0
4578-PHJYZ,Male,45,No,No,Yes,Yes,2,Yes,9,52,None,Yes,5.51,No,Yes,Cable,19,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.75,3482.85,16.86,0,286.52,3752.51,0
9601-BRXPO,Female,48,No,No,Yes,No,0,Yes,1,25,Offer C,Yes,8.91,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,2566.5,0.0,0,222.75,2789.25,1
8543-MSDMF,Male,36,No,No,No,No,0,No,0,3,Offer E,Yes,44.42,No,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,0.0,0,133.26,339.41,0
4274-DRSQT,Female,33,No,No,No,No,0,No,0,66,None,Yes,31.93,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.9,6000.1,0.0,0,2107.38,8107.48,0
0260-ZDLGK,Female,50,No,No,No,Yes,2,No,0,9,None,Yes,35.49,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0,319.41,970.81,1
5385-SUIRI,Male,69,No,Yes,Yes,No,0,No,0,52,None,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,1
8042-JVNFH,Male,23,Yes,No,No,No,0,No,0,1,None,Yes,35.28,No,Yes,Fiber Optic,51,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,0.0,0,35.28,106.63,1
